 0.000000   0.010000   0.022500   0.035000   0.047500   0.060000   0.072500   0.085000   0.097500   0.110000   0.122500   0.135000   0.147500   0.160000   0.172500   0.185000   0.197500   0.210000   0.222500   0.235000   0.247500   0.260000   0.272500   0.285000   0.297500   0.310000   0.322500   0.335000   0.347500   0.360000   0.372500   0.385000   0.397500   0.410000   0.422500   0.435000   0.447500   0.460000   0.472500   0.485000   0.497500   0.510000   0.522500   0.535000   0.547500   0.560000   0.572500   0.585000   0.597500   0.610000   0.622500   0.635000   0.647500   0.660000   0.672500   0.685000   0.697500   0.710000   0.722500   0.735000   0.747500   0.760000   0.772500   0.785000   0.797500   0.810000   0.822500   0.835000   0.847500   0.860000   0.872500   0.885000   0.897500   0.910000   0.922500   0.935000   0.947500   0.960000   0.972500   0.985000   0.997500   0.960000   0.910000   0.860000   0.810000   0.760000   0.710000   0.660000   0.610000   0.560000   0.510000   0.460000   0.410000   0.360000   0.310000   0.260000   0.210000   0.160000   0.110000   0.060000   0.000000  
 0.000000   0.012550   0.025157   0.037800   0.050289   0.062710   0.075257   0.087748   0.100216   0.112769   0.125315   0.137699   0.150039   0.162389   0.174719   0.187056   0.199543   0.212100   0.196464   0.172879   0.151248   0.133547   0.113260   0.094242   0.076638   0.058256   0.039245   0.021368   0.003001   -0.015834   -0.035455   -0.055029   -0.074669   -0.093397   -0.111594   -0.130319   -0.149515   -0.187619   -0.212525   -0.228810   -0.246545   -0.267175   -0.286350   -0.302937   -0.323601   -0.343969   -0.363408   -0.382600   -0.402764   -0.421383   -0.438523   -0.456801   -0.475161   -0.493712   -0.513790   -0.532194   -0.549999   -0.544117   -0.526488   -0.512788   -0.500071   -0.484756   -0.470335   -0.461063   -0.452114   -0.437690   -0.423298   -0.410932   -0.397104   -0.384280   -0.371934   -0.358916   -0.346561   -0.334261   -0.320151   -0.308155   -0.296356   -0.283972   -0.271994   -0.259688   -0.246980   -0.235163   -0.222377   -0.210244   -0.197865   -0.185554   -0.174238   -0.162679   -0.150167   -0.138277   -0.126775   -0.113958   -0.100471   -0.088106   -0.075626   -0.062628   -0.050320   -0.038572   -0.026084   -0.012573   0.000000  
 0.000000   0.011783   0.022337   0.033807   0.048053   0.061245   0.075324   0.092741   0.075466   0.054793   0.034361   0.016057   -0.000856   -0.018584   -0.039253   -0.055942   -0.075517   -0.093654   -0.112323   -0.130598   -0.147463   -0.168151   -0.185031   -0.202456   -0.226517   -0.240757   -0.256488   -0.302616   -0.323759   -0.341898   -0.359649   -0.378030   -0.397217   -0.416438   -0.434455   -0.455027   -0.474233   -0.491903   -0.508581   -0.526394   -0.547304   -0.563619   -0.583549   -0.604201   -0.620098   -0.643669   -0.668090   -0.655484   -0.642677   -0.630452   -0.618257   -0.606254   -0.594362   -0.582162   -0.569509   -0.556935   -0.544848   -0.532544   -0.520317   -0.508340   -0.495311   -0.482895   -0.470055   -0.457981   -0.445613   -0.432382   -0.420433   -0.408134   -0.395739   -0.382916   -0.370899   -0.358008   -0.344965   -0.332454   -0.326307   -0.312838   -0.299098   -0.287232   -0.274470   -0.261934   -0.249927   -0.237043   -0.224228   -0.211784   -0.199537   -0.187629   -0.174579   -0.162387   -0.149664   -0.136764   -0.123517   -0.111037   -0.098998   -0.086235   -0.074739   -0.062420   -0.049994   -0.037270   -0.024841   -0.012663   0.000000  
 0.000000   0.011494   0.024252   0.036508   0.048934   0.062739   0.075318   0.087844   0.100166   0.111456   0.123287   0.129188   0.143463   0.155493   0.168101   0.181080   0.193347   0.206565   0.218050   0.230850   0.244504   0.256839   0.269491   0.281525   0.293773   0.305914   0.317726   0.329867   0.342275   0.355120   0.367469   0.380503   0.393353   0.407225   0.420114   0.432178   0.443718   0.455794   0.468743   0.481041   0.493510   0.506480   0.518413   0.530949   0.544589   0.558002   0.571716   0.585159   0.598107   0.610643   0.621793   0.634342   0.646446   0.657615   0.668455   0.683142   0.696996   0.708859   0.722368   0.735114   0.748177   0.759468   0.772015   0.783291   0.794137   0.805328   0.816014   0.826560   0.841130   0.857542   0.879732   0.862933   0.845093   0.826643   0.808748   0.788954   0.770090   0.751969   0.733727   0.715054   0.695089   0.678499   0.659054   0.640921   0.622439   0.601575   0.582864   0.566738   0.549602   0.535329   0.488267   0.463125   0.402959   0.349204   0.298180   0.248115   0.199671   0.149973   0.100294   0.050705   0.000000  
 0.000000   0.011744   0.023092   0.035093   0.047177   0.059915   0.072146   0.084819   0.097047   0.109307   0.121637   0.134697   0.147191   0.159573   0.172175   0.184562   0.197409   0.210023   0.223407   0.236661   0.249363   0.262289   0.275799   0.289486   0.303058   0.315618   0.327519   0.339548   0.341460   0.316027   0.291717   0.270384   0.255076   0.234196   0.214303   0.196977   0.179294   0.160994   0.140010   0.122184   0.103241   0.084496   0.064205   0.046037   0.027334   0.008235   -0.009219   -0.033319   -0.072735   -0.090840   -0.107921   -0.121231   -0.144873   -0.165881   -0.184261   -0.202503   -0.221177   -0.242351   -0.261347   -0.279689   -0.298953   -0.316644   -0.334015   -0.353414   -0.372971   -0.392911   -0.412080   -0.421954   -0.402613   -0.385023   -0.369653   -0.359811   -0.344756   -0.334874   -0.323159   -0.313341   -0.303091   -0.288805   -0.274039   -0.261295   -0.247254   -0.234325   -0.220935   -0.207998   -0.195627   -0.181806   -0.169940   -0.158493   -0.145870   -0.134353   -0.120958   -0.108969   -0.095400   -0.082490   -0.070674   -0.056683   -0.043487   -0.030681   -0.019935   -0.010310   0.000000  
 0.000000   -0.049134   -0.099930   -0.149472   -0.180807   -0.195561   -0.209339   -0.224409   -0.243528   -0.259451   -0.281800   -0.297393   -0.319839   -0.335508   -0.352238   -0.373200   -0.402580   -0.436659   -0.457242   -0.473930   -0.491991   -0.511611   -0.530962   -0.548073   -0.567868   -0.589271   -0.610799   -0.631632   -0.652711   -0.672434   -0.687948   -0.708569   -0.724155   -0.743622   -0.767875   -0.787480   -0.796048   -0.783505   -0.770770   -0.758910   -0.747620   -0.735185   -0.721578   -0.709196   -0.696791   -0.683160   -0.669039   -0.655534   -0.643045   -0.631365   -0.618935   -0.606175   -0.593539   -0.581016   -0.567606   -0.554133   -0.540735   -0.528603   -0.515141   -0.503047   -0.490689   -0.477828   -0.465760   -0.453574   -0.439945   -0.427480   -0.414833   -0.402852   -0.389809   -0.377165   -0.365955   -0.353715   -0.342372   -0.330971   -0.318223   -0.307022   -0.294393   -0.282030   -0.269845   -0.257272   -0.243680   -0.231466   -0.218222   -0.205772   -0.197614   -0.188282   -0.176338   -0.163399   -0.150694   -0.138813   -0.124558   -0.113376   -0.099914   -0.086778   -0.074465   -0.061955   -0.049282   -0.035322   -0.023448   -0.012009   0.000000  
 0.000000   0.013255   0.025660   0.039815   0.052326   0.065220   0.077319   0.089222   0.100710   0.113343   0.125275   0.136740   0.149044   0.161983   0.173920   0.186505   0.197868   0.210376   0.221925   0.234779   0.246242   0.255192   0.267017   0.278400   0.290615   0.304427   0.316934   0.329761   0.342578   0.354360   0.366050   0.379484   0.391199   0.404367   0.418912   0.433544   0.448618   0.459675   0.471714   0.482918   0.495670   0.506585   0.520117   0.530952   0.544837   0.556152   0.567717   0.581404   0.595500   0.610000   0.624031   0.638538   0.651156   0.662714   0.676354   0.685590   0.694164   0.708542   0.725623   0.737359   0.743354   0.727556   0.707421   0.690807   0.669950   0.650201   0.632371   0.613279   0.594606   0.576461   0.557682   0.535979   0.517698   0.500260   0.479671   0.461015   0.445041   0.427417   0.402696   0.383043   0.346698   0.324911   0.306959   0.286457   0.269080   0.251711   0.232895   0.212649   0.192957   0.172949   0.153091   0.136420   0.117294   0.097065   0.078402   0.061078   0.041098   0.020375   0.005149   -0.010629   0.000000  
 0.000000   0.011139   0.023354   0.035077   0.048701   0.061033   0.073622   0.085464   0.098100   0.110501   0.123196   0.135499   0.147927   0.160013   0.172030   0.184490   0.197214   0.209916   0.222194   0.235451   0.249232   0.261619   0.275061   0.286755   0.298228   0.311276   0.324038   0.338395   0.351012   0.363687   0.374542   0.387033   0.399142   0.412259   0.425461   0.437487   0.451587   0.463666   0.471268   0.447115   0.434054   0.415562   0.399376   0.377891   0.359288   0.338349   0.320432   0.299899   0.281167   0.264389   0.248154   0.229500   0.211174   0.193659   0.175922   0.157557   0.136224   0.112833   0.072164   0.061049   0.037826   0.016973   -0.001243   -0.018697   -0.040259   -0.056293   -0.076776   -0.093496   -0.108938   -0.128715   -0.147726   -0.166687   -0.185518   -0.205763   -0.224856   -0.242865   -0.260462   -0.274221   -0.259012   -0.250828   -0.240378   -0.226087   -0.215459   -0.207173   -0.191367   -0.180656   -0.165602   -0.153342   -0.143273   -0.131099   -0.118788   -0.106623   -0.094628   -0.083254   -0.072835   -0.062949   -0.049903   -0.038250   -0.025473   -0.013564   0.000000  
 0.000000   -0.052667   -0.099245   -0.153185   -0.202927   -0.242851   -0.316190   -0.373730   -0.424131   -0.473663   -0.523900   -0.573170   -0.622854   -0.672335   -0.714441   -0.724423   -0.746793   -0.770156   -0.788643   -0.812259   -0.831547   -0.846049   -0.864062   -0.878177   -0.892448   -0.918538   -0.916179   -0.904616   -0.892913   -0.879976   -0.867776   -0.856304   -0.844111   -0.830987   -0.818463   -0.807445   -0.795566   -0.782512   -0.769877   -0.756247   -0.744513   -0.731388   -0.718527   -0.706486   -0.695451   -0.682741   -0.670690   -0.657503   -0.644768   -0.633593   -0.621375   -0.607581   -0.595746   -0.583718   -0.569530   -0.556697   -0.544416   -0.531427   -0.519705   -0.507155   -0.493755   -0.481291   -0.469107   -0.455961   -0.442397   -0.430599   -0.416960   -0.404618   -0.392613   -0.379488   -0.366917   -0.354807   -0.341228   -0.329044   -0.315795   -0.304356   -0.291505   -0.279580   -0.266771   -0.256027   -0.244134   -0.232013   -0.219925   -0.208383   -0.196376   -0.183143   -0.169600   -0.156575   -0.143625   -0.131566   -0.118900   -0.106482   -0.094122   -0.080919   -0.071380   -0.064950   -0.051278   -0.038457   -0.025820   -0.011713   0.000000  
 0.000000   0.011245   0.022545   0.034918   0.048898   0.061733   0.073435   0.084258   0.097335   0.110414   0.122761   0.136790   0.148404   0.160109   0.171903   0.184377   0.196140   0.208803   0.220396   0.233251   0.246999   0.260869   0.273667   0.286775   0.299086   0.311179   0.324758   0.338015   0.349287   0.362851   0.374581   0.383355   0.390807   0.403914   0.417093   0.429372   0.443685   0.457043   0.467866   0.480774   0.492087   0.503498   0.517945   0.532452   0.540905   0.551577   0.561269   0.569850   0.580649   0.601016   0.598698   0.579761   0.561709   0.544005   0.526411   0.508118   0.488201   0.467327   0.451130   0.432838   0.413833   0.395014   0.377064   0.356051   0.337644   0.317265   0.298369   0.282450   0.271639   0.234098   0.204234   0.185485   0.167154   0.149286   0.130785   0.111027   0.091397   0.072963   0.052979   0.033506   0.015467   -0.002747   -0.023653   -0.042253   -0.058464   -0.073962   -0.088537   -0.105234   -0.131184   -0.135360   -0.124648   -0.112333   -0.100300   -0.087917   -0.076899   -0.065117   -0.051389   -0.038304   -0.024882   -0.012545   0.000000  
